Topic,temperature,iteration,model,label
27,0.0,10,gpt4omini_lnp_t0_00,Stress and Memory
28,0.0,10,gpt4omini_lnp_t0_00,Epigenetic Seed Development
29,0.0,10,gpt4omini_lnp_t0_00,Skin Healing Factors
30,0.0,10,gpt4omini_lnp_t0_00,Genetic Variation
31,0.0,10,gpt4omini_lnp_t0_00,Triassic Extinction
32,0.0,10,gpt4omini_lnp_t0_00,Soil-transmitted Helminths
33,0.0,10,gpt4omini_lnp_t0_00,Microbial Cooperation
34,0.0,10,gpt4omini_lnp_t0_00,Holocene Climate Change
35,0.0,10,gpt4omini_lnp_t0_00,Ecological Modelling
36,0.0,10,gpt4omini_lnp_t0_00,Viral Immunology
37,0.0,10,gpt4omini_lnp_t0_00,Ribosome Biogenesis
38,0.0,10,gpt4omini_lnp_t0_00,NMR Spectroscopy
39,0.0,10,gpt4omini_lnp_t0_00,Synaptic Plasticity
40,0.0,10,gpt4omini_lnp_t0_00,Marsupial Skull Evolution
41,0.0,10,gpt4omini_lnp_t0_00,Biodiversity in Grasslands
42,0.0,10,gpt4omini_lnp_t0_00,Parasite-Host Dynamics
43,0.0,10,gpt4omini_lnp_t0_00,Plant Immunity Signaling
44,0.0,10,gpt4omini_lnp_t0_00,Glycosylation Mechanism
45,0.0,10,gpt4omini_lnp_t0_00,Wheat Resistance Genes
46,0.0,10,gpt4omini_lnp_t0_00,Body Ownership
47,0.0,10,gpt4omini_lnp_t0_00,RNA Processing
48,0.0,10,gpt4omini_lnp_t0_00,Malaria Control
49,0.0,10,gpt4omini_lnp_t0_00,African Trypanosomiasis
50,0.0,10,gpt4omini_lnp_t0_00,Antibiotic Resistance
51,0.0,10,gpt4omini_lnp_t0_00,Psychiatric Disorders
52,0.0,10,gpt4omini_lnp_t0_00,Amyloid Beta Aggregation
53,0.0,10,gpt4omini_lnp_t0_00,RNA Interference
54,0.0,10,gpt4omini_lnp_t0_00,Calcium Channels
55,0.0,10,gpt4omini_lnp_t0_00,Olfactory Development
56,0.0,10,gpt4omini_lnp_t0_00,Nestling Ecology
57,0.0,10,gpt4omini_lnp_t0_00,Electromagnetic Exposure
58,0.0,10,gpt4omini_lnp_t0_00,Nuclear Transport
59,0.0,10,gpt4omini_lnp_t0_00,Antibiotic Resistance
60,0.0,10,gpt4omini_lnp_t0_00,Soil Microbial Diversity
61,0.0,10,gpt4omini_lnp_t0_00,Circadian Rhythms
62,0.0,10,gpt4omini_lnp_t0_00,Southern African Flora
63,0.0,10,gpt4omini_lnp_t0_00,Rhizobium Symbiosis
64,0.0,10,gpt4omini_lnp_t0_00,CDG Syndrome
65,0.0,10,gpt4omini_lnp_t0_00,Cell Cycle Regulation
66,0.0,10,gpt4omini_lnp_t0_00,Orchid Pollination
67,0.0,10,gpt4omini_lnp_t0_00,T Cell Responses
68,0.0,10,gpt4omini_lnp_t0_00,Mycorrhizal Fungi
69,0.0,10,gpt4omini_lnp_t0_00,Hox Gene Regulation
70,0.0,10,gpt4omini_lnp_t0_00,Owl Coloration
71,0.0,10,gpt4omini_lnp_t0_00,Liver Metabolism
72,0.0,10,gpt4omini_lnp_t0_00,Bacterial Secretion Systems
73,0.0,10,gpt4omini_lnp_t0_00,Amoebozoa Phylogeny
74,0.0,10,gpt4omini_lnp_t0_00,Pseudomonas Infections
75,0.0,10,gpt4omini_lnp_t0_00,Apoptosis Mechanisms
76,0.0,10,gpt4omini_lnp_t0_00,Hormonal Cancer Signaling
77,0.0,10,gpt4omini_lnp_t0_00,DNA Repair Mechanisms
78,0.0,10,gpt4omini_lnp_t0_00,Photosynthesis Complexes
79,0.0,10,gpt4omini_lnp_t0_00,Dopamine Sensitization
80,0.0,10,gpt4omini_lnp_t0_00,Alpine Biodiversity
81,0.0,10,gpt4omini_lnp_t0_00,Spinal Cord Recovery
82,0.0,10,gpt4omini_lnp_t0_00,Metabolic Fluxes
83,0.0,10,gpt4omini_lnp_t0_00,Axonal Regeneration
84,0.0,10,gpt4omini_lnp_t0_00,Antiparasitic Efficacy
85,0.0,10,gpt4omini_lnp_t0_00,Visual Perception
86,0.0,10,gpt4omini_lnp_t0_00,Alpha-Synuclein Pathology
87,0.0,10,gpt4omini_lnp_t0_00,Bacterial Cell Cycle
88,0.0,10,gpt4omini_lnp_t0_00,Axonal Guidance
89,0.0,10,gpt4omini_lnp_t0_00,Cancer Genomics
90,0.0,10,gpt4omini_lnp_t0_00,Influenza Virus Research
91,0.0,10,gpt4omini_lnp_t0_00,Meningitis Research
92,0.0,10,gpt4omini_lnp_t0_00,Cancer Autophagy
93,0.0,10,gpt4omini_lnp_t0_00,Sleep and Wakefulness
94,0.0,10,gpt4omini_lnp_t0_00,Biodiversity Management
95,0.0,10,gpt4omini_lnp_t0_00,Tick-borne Diseases
96,0.0,10,gpt4omini_lnp_t0_00,Telomere Biology
97,0.0,10,gpt4omini_lnp_t0_00,Siderophore Biocontrol
98,0.0,10,gpt4omini_lnp_t0_00,Frog Reproduction
99,0.0,10,gpt4omini_lnp_t0_00,Plant Defense Mechanisms
100,0.0,10,gpt4omini_lnp_t0_00,Mitochondrial Dynamics
101,0.0,10,gpt4omini_lnp_t0_00,Yeast Metabolism
102,0.0,10,gpt4omini_lnp_t0_00,Cell Cycle Regulation
103,0.0,10,gpt4omini_lnp_t0_00,Photoreceptor Signaling
104,0.0,10,gpt4omini_lnp_t0_00,Transposable Elements Evolution
105,0.0,10,gpt4omini_lnp_t0_00,Cleaner Fish Behavior
-1,0.0,6,gpt4omini_lnp_t0_00,Cell Biology
0,0.0,6,gpt4omini_lnp_t0_00,Polymer Imaging
1,0.0,6,gpt4omini_lnp_t0_00,Mycobacterial Resistance
2,0.0,6,gpt4omini_lnp_t0_00,Higgs Boson Decay
3,0.0,6,gpt4omini_lnp_t0_00,Insulin Secretion
4,0.0,6,gpt4omini_lnp_t0_00,Plant Defense Mechanisms
5,0.0,6,gpt4omini_lnp_t0_00,Protein Folding Enzymes
6,0.0,6,gpt4omini_lnp_t0_00,Proteomics Analysis
7,0.0,6,gpt4omini_lnp_t0_00,Animal Communication
8,0.0,6,gpt4omini_lnp_t0_00,Membrane Transport
9,0.0,6,gpt4omini_lnp_t0_00,Drosophila Development
10,0.0,6,gpt4omini_lnp_t0_00,Aquatic Microbial Communities
11,0.0,6,gpt4omini_lnp_t0_00,Cichlid Speciation
12,0.0,6,gpt4omini_lnp_t0_00,Phylogenetic Models
13,0.0,6,gpt4omini_lnp_t0_00,HIV Infection
14,0.0,6,gpt4omini_lnp_t0_00,Sexual Selection
15,0.0,6,gpt4omini_lnp_t0_00,Muscle Angiogenesis
16,0.0,6,gpt4omini_lnp_t0_00,Mitotic Spindle Assembly
17,0.0,6,gpt4omini_lnp_t0_00,Viral Infections
18,0.0,6,gpt4omini_lnp_t0_00,Malaria Transmission
19,0.0,6,gpt4omini_lnp_t0_00,Ant Social Structure
20,0.0,6,gpt4omini_lnp_t0_00,Salmonella Infection
21,0.0,6,gpt4omini_lnp_t0_00,Neocortical Neurons
22,0.0,6,gpt4omini_lnp_t0_00,Gene Regulatory Networks
23,0.0,6,gpt4omini_lnp_t0_00,Schistosomiasis Treatment
24,0.0,6,gpt4omini_lnp_t0_00,Carbon Enrichment
25,0.0,6,gpt4omini_lnp_t0_00,DNA Repair
26,0.0,6,gpt4omini_lnp_t0_00,Zebrafish Regeneration
27,0.0,6,gpt4omini_lnp_t0_00,Stress and Memory
28,0.0,6,gpt4omini_lnp_t0_00,Epigenetic Seed Development
29,0.0,6,gpt4omini_lnp_t0_00,Skin Healing Factors
30,0.0,6,gpt4omini_lnp_t0_00,Genetic Variation Analysis
31,0.0,6,gpt4omini_lnp_t0_00,Triassic Extinction
32,0.0,6,gpt4omini_lnp_t0_00,Soil-Transmitted Infections
33,0.0,6,gpt4omini_lnp_t0_00,Microbial Cooperation
34,0.0,6,gpt4omini_lnp_t0_00,Holocene Climate Change
35,0.0,6,gpt4omini_lnp_t0_00,Ecological Modelling
36,0.0,6,gpt4omini_lnp_t0_00,Viral Immunology
37,0.0,6,gpt4omini_lnp_t0_00,Ribosome Biogenesis
38,0.0,6,gpt4omini_lnp_t0_00,NMR Spectroscopy
39,0.0,6,gpt4omini_lnp_t0_00,Synaptic Plasticity
40,0.0,6,gpt4omini_lnp_t0_00,Marsupial Skull Evolution
41,0.0,6,gpt4omini_lnp_t0_00,Biodiversity in Grasslands
42,0.0,6,gpt4omini_lnp_t0_00,Parasite-Host Dynamics
43,0.0,6,gpt4omini_lnp_t0_00,Plant Immunity Signaling
44,0.0,6,gpt4omini_lnp_t0_00,Glycosylation Mechanism
45,0.0,6,gpt4omini_lnp_t0_00,Wheat Resistance Genes
46,0.0,6,gpt4omini_lnp_t0_00,Body Ownership
47,0.0,6,gpt4omini_lnp_t0_00,RNA Processing
48,0.0,6,gpt4omini_lnp_t0_00,Malaria in Children
49,0.0,6,gpt4omini_lnp_t0_00,African Trypanosomiasis
50,0.0,6,gpt4omini_lnp_t0_00,Antibiotic Resistance
51,0.0,6,gpt4omini_lnp_t0_00,Psychiatric Disorders
52,0.0,6,gpt4omini_lnp_t0_00,Amyloid Beta Aggregation
53,0.0,6,gpt4omini_lnp_t0_00,RNA Interference
54,0.0,6,gpt4omini_lnp_t0_00,Calcium Channels
55,0.0,6,gpt4omini_lnp_t0_00,Olfactory Development
56,0.0,6,gpt4omini_lnp_t0_00,Nestling Parasitism
57,0.0,6,gpt4omini_lnp_t0_00,Electromagnetic Exposure
58,0.0,6,gpt4omini_lnp_t0_00,Nuclear Transport
59,0.0,6,gpt4omini_lnp_t0_00,Antibiotic Resistance
60,0.0,6,gpt4omini_lnp_t0_00,Soil Microbial Diversity
61,0.0,6,gpt4omini_lnp_t0_00,Circadian Rhythms
62,0.0,6,gpt4omini_lnp_t0_00,African Flora Phylogeny
63,0.0,6,gpt4omini_lnp_t0_00,Rhizobium Symbiosis
64,0.0,6,gpt4omini_lnp_t0_00,CDG Syndrome
65,0.0,6,gpt4omini_lnp_t0_00,Cell Cycle Regulation
66,0.0,6,gpt4omini_lnp_t0_00,Orchid Pollination
67,0.0,6,gpt4omini_lnp_t0_00,T Cell Responses
68,0.0,6,gpt4omini_lnp_t0_00,Mycorrhizal Fungi
69,0.0,6,gpt4omini_lnp_t0_00,Hox Gene Regulation
70,0.0,6,gpt4omini_lnp_t0_00,Owl Coloration
71,0.0,6,gpt4omini_lnp_t0_00,Liver Metabolism
72,0.0,6,gpt4omini_lnp_t0_00,Bacterial Secretion Systems
73,0.0,6,gpt4omini_lnp_t0_00,Amoebozoa Phylogeny
74,0.0,6,gpt4omini_lnp_t0_00,Pseudomonas Infections
75,0.0,6,gpt4omini_lnp_t0_00,Apoptosis Mechanisms
76,0.0,6,gpt4omini_lnp_t0_00,Hormonal Cancer Signaling
77,0.0,6,gpt4omini_lnp_t0_00,DNA Repair Mechanisms
78,0.0,6,gpt4omini_lnp_t0_00,Photosynthesis Complexes
79,0.0,6,gpt4omini_lnp_t0_00,Dopamine Sensitization
80,0.0,6,gpt4omini_lnp_t0_00,Alpine Biodiversity
81,0.0,6,gpt4omini_lnp_t0_00,Spinal Cord Recovery
82,0.0,6,gpt4omini_lnp_t0_00,Metabolic Pathways
83,0.0,6,gpt4omini_lnp_t0_00,Axonal Regeneration
84,0.0,6,gpt4omini_lnp_t0_00,Antiparasitic Efficacy
85,0.0,6,gpt4omini_lnp_t0_00,Visual Perception
86,0.0,6,gpt4omini_lnp_t0_00,Alpha-Synuclein Pathology
87,0.0,6,gpt4omini_lnp_t0_00,Bacterial Cell Cycle
88,0.0,6,gpt4omini_lnp_t0_00,Axonal Guidance
89,0.0,6,gpt4omini_lnp_t0_00,Cancer Genomics
90,0.0,6,gpt4omini_lnp_t0_00,Influenza Virus
91,0.0,6,gpt4omini_lnp_t0_00,Meningitis Research
92,0.0,6,gpt4omini_lnp_t0_00,Cancer Biology
93,0.0,6,gpt4omini_lnp_t0_00,Sleep and Wakefulness
94,0.0,6,gpt4omini_lnp_t0_00,Biodiversity Management
95,0.0,6,gpt4omini_lnp_t0_00,Tick-borne Diseases
96,0.0,6,gpt4omini_lnp_t0_00,Telomere Biology
97,0.0,6,gpt4omini_lnp_t0_00,Siderophore Biocontrol
98,0.0,6,gpt4omini_lnp_t0_00,Frog Reproduction
99,0.0,6,gpt4omini_lnp_t0_00,Plant Defense Mechanisms
100,0.0,6,gpt4omini_lnp_t0_00,Mitochondrial Dynamics
101,0.0,6,gpt4omini_lnp_t0_00,Yeast Metabolism
102,0.0,6,gpt4omini_lnp_t0_00,Cell Cycle Regulation
103,0.0,6,gpt4omini_lnp_t0_00,Photoreceptor Signaling
104,0.0,6,gpt4omini_lnp_t0_00,Transposable Elements in Arabidopsis
105,0.0,6,gpt4omini_lnp_t0_00,Cleaner Fish Behavior
-1,0.0,12,gpt4omini_lnp_t0_00,Cell Biology
0,0.0,12,gpt4omini_lnp_t0_00,Polymer Imaging
1,0.0,12,gpt4omini_lnp_t0_00,Mycobacterial Resistance
2,0.0,12,gpt4omini_lnp_t0_00,Higgs Boson Decay
3,0.0,12,gpt4omini_lnp_t0_00,Insulin Secretion
4,0.0,12,gpt4omini_lnp_t0_00,Plant Defense Mechanisms
5,0.0,12,gpt4omini_lnp_t0_00,Protein Folding Enzymes
6,0.0,12,gpt4omini_lnp_t0_00,Proteomics Analysis
7,0.0,12,gpt4omini_lnp_t0_00,Social Communication
8,0.0,12,gpt4omini_lnp_t0_00,Membrane Transport
9,0.0,12,gpt4omini_lnp_t0_00,Drosophila Development
10,0.0,12,gpt4omini_lnp_t0_00,Aquatic Microbial Communities
11,0.0,12,gpt4omini_lnp_t0_00,Cichlid Speciation
12,0.0,12,gpt4omini_lnp_t0_00,Phylogenetic Models
13,0.0,12,gpt4omini_lnp_t0_00,HIV Infection
14,0.0,12,gpt4omini_lnp_t0_00,Sexual Selection
15,0.0,12,gpt4omini_lnp_t0_00,Muscle Angiogenesis
16,0.0,12,gpt4omini_lnp_t0_00,Mitotic Spindle Assembly
17,0.0,12,gpt4omini_lnp_t0_00,Viral Infections
18,0.0,12,gpt4omini_lnp_t0_00,Malaria Transmission
19,0.0,12,gpt4omini_lnp_t0_00,Ant Social Structure
20,0.0,12,gpt4omini_lnp_t0_00,Salmonella Infection
21,0.0,12,gpt4omini_lnp_t0_00,Neocortical Neurons
22,0.0,12,gpt4omini_lnp_t0_00,Gene Regulatory Networks
23,0.0,12,gpt4omini_lnp_t0_00,Schistosomiasis Treatment
24,0.0,12,gpt4omini_lnp_t0_00,Carbon Enrichment
25,0.0,12,gpt4omini_lnp_t0_00,DNA Repair
26,0.0,12,gpt4omini_lnp_t0_00,Zebrafish Regeneration
27,0.0,12,gpt4omini_lnp_t0_00,Stress and Memory
28,0.0,12,gpt4omini_lnp_t0_00,Epigenetic Seed Development
29,0.0,12,gpt4omini_lnp_t0_00,Skin Wound Healing
30,0.0,12,gpt4omini_lnp_t0_00,Genetic Variation Analysis
31,0.0,12,gpt4omini_lnp_t0_00,Triassic Extinction
32,0.0,12,gpt4omini_lnp_t0_00,Soil-transmitted Helminths
33,0.0,12,gpt4omini_lnp_t0_00,Microbial Cooperation
34,0.0,12,gpt4omini_lnp_t0_00,Holocene Climate Change
35,0.0,12,gpt4omini_lnp_t0_00,Ecological Modelling
36,0.0,12,gpt4omini_lnp_t0_00,Viral Immunology
37,0.0,12,gpt4omini_lnp_t0_00,Ribosome Biogenesis
38,0.0,12,gpt4omini_lnp_t0_00,NMR Spectroscopy
39,0.0,12,gpt4omini_lnp_t0_00,Synaptic Plasticity
40,0.0,12,gpt4omini_lnp_t0_00,Marsupial Skull Evolution
41,0.0,12,gpt4omini_lnp_t0_00,Biodiversity in Grasslands
42,0.0,12,gpt4omini_lnp_t0_00,Parasite-Host Dynamics
43,0.0,12,gpt4omini_lnp_t0_00,Plant Immunity Signaling
44,0.0,12,gpt4omini_lnp_t0_00,Glycosylation Mechanism
45,0.0,12,gpt4omini_lnp_t0_00,Wheat Resistance Genes
46,0.0,12,gpt4omini_lnp_t0_00,Body Ownership
47,0.0,12,gpt4omini_lnp_t0_00,RNA Processing
48,0.0,12,gpt4omini_lnp_t0_00,Malaria Control
49,0.0,12,gpt4omini_lnp_t0_00,African Trypanosomiasis
50,0.0,12,gpt4omini_lnp_t0_00,Antibiotic Resistance
51,0.0,12,gpt4omini_lnp_t0_00,Psychiatric Disorders
52,0.0,12,gpt4omini_lnp_t0_00,Amyloid Aggregation
53,0.0,12,gpt4omini_lnp_t0_00,RNA Interference
54,0.0,12,gpt4omini_lnp_t0_00,Calcium Channels
55,0.0,12,gpt4omini_lnp_t0_00,Olfactory Development
56,0.0,12,gpt4omini_lnp_t0_00,Nestling Ecology
57,0.0,12,gpt4omini_lnp_t0_00,Electromagnetic Exposure
58,0.0,12,gpt4omini_lnp_t0_00,Nuclear Transport
59,0.0,12,gpt4omini_lnp_t0_00,Antibiotic Resistance
60,0.0,12,gpt4omini_lnp_t0_00,Soil Microbial Diversity
61,0.0,12,gpt4omini_lnp_t0_00,Circadian Rhythms
62,0.0,12,gpt4omini_lnp_t0_00,African Flora Phylogeny
63,0.0,12,gpt4omini_lnp_t0_00,Rhizobium Symbiosis
64,0.0,12,gpt4omini_lnp_t0_00,CDG Syndrome
65,0.0,12,gpt4omini_lnp_t0_00,Cell Cycle Regulation
66,0.0,12,gpt4omini_lnp_t0_00,Orchid Pollination
67,0.0,12,gpt4omini_lnp_t0_00,T Cell Responses
68,0.0,12,gpt4omini_lnp_t0_00,Mycorrhizal Fungi
69,0.0,12,gpt4omini_lnp_t0_00,Hox Gene Regulation
70,0.0,12,gpt4omini_lnp_t0_00,Owl Coloration
71,0.0,12,gpt4omini_lnp_t0_00,Liver Metabolism
72,0.0,12,gpt4omini_lnp_t0_00,Bacterial Secretion Systems
73,0.0,12,gpt4omini_lnp_t0_00,Amoebozoa Phylogeny
74,0.0,12,gpt4omini_lnp_t0_00,Pseudomonas Infections
75,0.0,12,gpt4omini_lnp_t0_00,Apoptosis Mechanisms
76,0.0,12,gpt4omini_lnp_t0_00,Hormonal Cancer Signaling
77,0.0,12,gpt4omini_lnp_t0_00,DNA Repair Mechanisms
78,0.0,12,gpt4omini_lnp_t0_00,Photosynthesis Complexes
79,0.0,12,gpt4omini_lnp_t0_00,Dopamine Sensitization
80,0.0,12,gpt4omini_lnp_t0_00,Alpine Biodiversity
81,0.0,12,gpt4omini_lnp_t0_00,Spinal Cord Recovery
82,0.0,12,gpt4omini_lnp_t0_00,Metabolic Pathways
83,0.0,12,gpt4omini_lnp_t0_00,Axonal Regeneration
84,0.0,12,gpt4omini_lnp_t0_00,Antiparasitic Efficacy
85,0.0,12,gpt4omini_lnp_t0_00,Visual Perception
86,0.0,12,gpt4omini_lnp_t0_00,Alpha-Synuclein Pathology
87,0.0,12,gpt4omini_lnp_t0_00,Bacterial Cell Cycle
88,0.0,12,gpt4omini_lnp_t0_00,Axonal Guidance
89,0.0,12,gpt4omini_lnp_t0_00,Cancer Genomics
90,0.0,12,gpt4omini_lnp_t0_00,Influenza Virus Research
91,0.0,12,gpt4omini_lnp_t0_00,Meningitis Research
92,0.0,12,gpt4omini_lnp_t0_00,Cancer Autophagy
93,0.0,12,gpt4omini_lnp_t0_00,Sleep and Wakefulness
94,0.0,12,gpt4omini_lnp_t0_00,Biodiversity Management
95,0.0,12,gpt4omini_lnp_t0_00,Tick-borne Diseases
96,0.0,12,gpt4omini_lnp_t0_00,Telomere Biology
97,0.0,12,gpt4omini_lnp_t0_00,Siderophore Biocontrol
98,0.0,12,gpt4omini_lnp_t0_00,Frog Reproduction
99,0.0,12,gpt4omini_lnp_t0_00,Plant Defense Mechanisms
100,0.0,12,gpt4omini_lnp_t0_00,Mitochondrial Dynamics
101,0.0,12,gpt4omini_lnp_t0_00,Yeast Metabolism
102,0.0,12,gpt4omini_lnp_t0_00,Cell Cycle Regulation
103,0.0,12,gpt4omini_lnp_t0_00,Photoreceptor Signaling
104,0.0,12,gpt4omini_lnp_t0_00,Transposable Elements in Arabidopsis
105,0.0,12,gpt4omini_lnp_t0_00,Cleaner Fish Behavior
-1,0.0,13,gpt4omini_lnp_t0_00,Cell Biology
0,0.0,13,gpt4omini_lnp_t0_00,Polymer Imaging
1,0.0,13,gpt4omini_lnp_t0_00,Mycobacterial Resistance
2,0.0,13,gpt4omini_lnp_t0_00,Higgs Boson Decay
3,0.0,13,gpt4omini_lnp_t0_00,Insulin Secretion
4,0.0,13,gpt4omini_lnp_t0_00,Plant Defense Mechanisms
5,0.0,13,gpt4omini_lnp_t0_00,Protein Folding Enzymes
6,0.0,13,gpt4omini_lnp_t0_00,Proteomics Analysis
7,0.0,13,gpt4omini_lnp_t0_00,Social Communication
8,0.0,13,gpt4omini_lnp_t0_00,Membrane Transport
9,0.0,13,gpt4omini_lnp_t0_00,Drosophila Development
10,0.0,13,gpt4omini_lnp_t0_00,Aquatic Microbial Communities
11,0.0,13,gpt4omini_lnp_t0_00,Cichlid Speciation
12,0.0,13,gpt4omini_lnp_t0_00,Phylogenetic Models
13,0.0,13,gpt4omini_lnp_t0_00,HIV Infection
14,0.0,13,gpt4omini_lnp_t0_00,Sexual Selection
15,0.0,13,gpt4omini_lnp_t0_00,Muscle Angiogenesis
16,0.0,13,gpt4omini_lnp_t0_00,Mitotic Spindle Assembly
17,0.0,13,gpt4omini_lnp_t0_00,Viral Infections
18,0.0,13,gpt4omini_lnp_t0_00,Malaria Transmission
19,0.0,13,gpt4omini_lnp_t0_00,Ant Social Structure
20,0.0,13,gpt4omini_lnp_t0_00,Salmonella Infection
21,0.0,13,gpt4omini_lnp_t0_00,Neocortical Connectivity
22,0.0,13,gpt4omini_lnp_t0_00,Gene Regulatory Networks
23,0.0,13,gpt4omini_lnp_t0_00,Schistosomiasis Treatment
24,0.0,13,gpt4omini_lnp_t0_00,Carbon Enrichment
25,0.0,13,gpt4omini_lnp_t0_00,DNA Repair Mechanisms
26,0.0,13,gpt4omini_lnp_t0_00,Zebrafish Regeneration
27,0.0,13,gpt4omini_lnp_t0_00,Stress and Memory
28,0.0,13,gpt4omini_lnp_t0_00,Epigenetic Seed Development
29,0.0,13,gpt4omini_lnp_t0_00,Skin Wound Healing
30,0.0,13,gpt4omini_lnp_t0_00,Genetic Variation Analysis
31,0.0,13,gpt4omini_lnp_t0_00,Triassic Extinction
32,0.0,13,gpt4omini_lnp_t0_00,Soil-transmitted Infections
33,0.0,13,gpt4omini_lnp_t0_00,Microbial Cooperation
34,0.0,13,gpt4omini_lnp_t0_00,Holocene Climate Change
35,0.0,13,gpt4omini_lnp_t0_00,Ecological Modelling
36,0.0,13,gpt4omini_lnp_t0_00,Viral Immunology
37,0.0,13,gpt4omini_lnp_t0_00,Ribosome Biogenesis
38,0.0,13,gpt4omini_lnp_t0_00,NMR Spectroscopy
39,0.0,13,gpt4omini_lnp_t0_00,Synaptic Plasticity
40,0.0,13,gpt4omini_lnp_t0_00,Marsupial Skull Evolution
41,0.0,13,gpt4omini_lnp_t0_00,Biodiversity in Grasslands
42,0.0,13,gpt4omini_lnp_t0_00,Parasite-Host Dynamics
43,0.0,13,gpt4omini_lnp_t0_00,Plant Immunity Signaling
44,0.0,13,gpt4omini_lnp_t0_00,Glycosylation Mechanism
45,0.0,13,gpt4omini_lnp_t0_00,Wheat Resistance Genes
46,0.0,13,gpt4omini_lnp_t0_00,Body Ownership
47,0.0,13,gpt4omini_lnp_t0_00,RNA Processing
48,0.0,13,gpt4omini_lnp_t0_00,Malaria Control
49,0.0,13,gpt4omini_lnp_t0_00,African Trypanosomiasis
50,0.0,13,gpt4omini_lnp_t0_00,Antibiotic Resistance
51,0.0,13,gpt4omini_lnp_t0_00,Psychiatric Disorders
52,0.0,13,gpt4omini_lnp_t0_00,Amyloid Beta Aggregation
53,0.0,13,gpt4omini_lnp_t0_00,RNA Interference
54,0.0,13,gpt4omini_lnp_t0_00,Calcium Channels
55,0.0,13,gpt4omini_lnp_t0_00,Olfactory Development
56,0.0,13,gpt4omini_lnp_t0_00,Nestling Ecology
57,0.0,13,gpt4omini_lnp_t0_00,Electromagnetic Exposure
58,0.0,13,gpt4omini_lnp_t0_00,Nuclear Transport
59,0.0,13,gpt4omini_lnp_t0_00,Antibiotic Resistance
60,0.0,13,gpt4omini_lnp_t0_00,Soil Microbial Diversity
61,0.0,13,gpt4omini_lnp_t0_00,Circadian Rhythms
62,0.0,13,gpt4omini_lnp_t0_00,African Flora Phylogeny
63,0.0,13,gpt4omini_lnp_t0_00,Rhizobium Symbiosis
64,0.0,13,gpt4omini_lnp_t0_00,CDG Syndrome
65,0.0,13,gpt4omini_lnp_t0_00,Cell Cycle Regulation
66,0.0,13,gpt4omini_lnp_t0_00,Orchid Pollination
67,0.0,13,gpt4omini_lnp_t0_00,T Cell Responses
68,0.0,13,gpt4omini_lnp_t0_00,Mycorrhizal Fungi
69,0.0,13,gpt4omini_lnp_t0_00,Hox Gene Regulation
70,0.0,13,gpt4omini_lnp_t0_00,Owl Coloration
71,0.0,13,gpt4omini_lnp_t0_00,Liver Metabolism
72,0.0,13,gpt4omini_lnp_t0_00,Bacterial Secretion Systems
73,0.0,13,gpt4omini_lnp_t0_00,Amoebozoa Phylogeny
74,0.0,13,gpt4omini_lnp_t0_00,Pseudomonas Infections
75,0.0,13,gpt4omini_lnp_t0_00,Apoptosis Mechanisms
76,0.0,13,gpt4omini_lnp_t0_00,Hormonal Cancer Signaling
77,0.0,13,gpt4omini_lnp_t0_00,DNA Repair Mechanisms
78,0.0,13,gpt4omini_lnp_t0_00,Photosynthesis Complexes
79,0.0,13,gpt4omini_lnp_t0_00,Dopamine Sensitization
80,0.0,13,gpt4omini_lnp_t0_00,Alpine Biodiversity
81,0.0,13,gpt4omini_lnp_t0_00,Spinal Cord Recovery
82,0.0,13,gpt4omini_lnp_t0_00,Metabolic Fluxes
83,0.0,13,gpt4omini_lnp_t0_00,Axonal Regeneration
84,0.0,13,gpt4omini_lnp_t0_00,Antiparasitic Efficacy
85,0.0,13,gpt4omini_lnp_t0_00,Visual Perception
86,0.0,13,gpt4omini_lnp_t0_00,Alpha-Synuclein Pathology
87,0.0,13,gpt4omini_lnp_t0_00,Bacterial Cell Cycle
88,0.0,13,gpt4omini_lnp_t0_00,Axonal Guidance
89,0.0,13,gpt4omini_lnp_t0_00,Cancer Genomics
90,0.0,13,gpt4omini_lnp_t0_00,Influenza Viruses
91,0.0,13,gpt4omini_lnp_t0_00,Meningitis Research
92,0.0,13,gpt4omini_lnp_t0_00,Cancer Autophagy
93,0.0,13,gpt4omini_lnp_t0_00,Sleep and Wakefulness
94,0.0,13,gpt4omini_lnp_t0_00,Biodiversity Management
95,0.0,13,gpt4omini_lnp_t0_00,Tick-borne Diseases
96,0.0,13,gpt4omini_lnp_t0_00,Telomere Biology
97,0.0,13,gpt4omini_lnp_t0_00,Siderophore Biocontrol
98,0.0,13,gpt4omini_lnp_t0_00,Frog Reproduction
99,0.0,13,gpt4omini_lnp_t0_00,Plant Defense Mechanisms
100,0.0,13,gpt4omini_lnp_t0_00,Mitochondrial Dynamics
101,0.0,13,gpt4omini_lnp_t0_00,Yeast Metabolism
102,0.0,13,gpt4omini_lnp_t0_00,Cell Cycle Regulation
103,0.0,13,gpt4omini_lnp_t0_00,Photoreceptor Signaling
104,0.0,13,gpt4omini_lnp_t0_00,Transposable Elements Evolution
105,0.0,13,gpt4omini_lnp_t0_00,Cleaner Fish Behavior
-1,0.0,7,gpt4omini_lnp_t0_00,Cell Biology
0,0.0,7,gpt4omini_lnp_t0_00,Polymer Imaging
1,0.0,7,gpt4omini_lnp_t0_00,Mycobacterial Resistance
2,0.0,7,gpt4omini_lnp_t0_00,Higgs Boson Decay
